medcodeid,OriginalReadCode,Term
1.08161E+15,ALLERGY780,Adverse reaction to Gliclazide
1.08164E+15,ALLERGY781,Adverse reaction to Glipizide
1.08172E+15,ALLERGY7821EMIS,Adverse reaction to Imidapril Hydrochloride
1.08187E+15,ALLERGY7834EMIS,Adverse reaction to Seretide 100 Accuhaler
1.08188E+15,ALLERGY7835EMIS,Adverse reaction to Seretide 250 Accuhaler
1.0819E+15,ALLERGY7836EMIS,Adverse reaction to Seretide 500 Accuhaler
1.08215E+15,ALLERGY793,Adverse reaction to Glyceryl Trinitrate
1.08221E+15,ALLERGY796,Adverse reaction to Glycopyrronium Bromide
1.08232E+15,ALLERGY6164EMIS,Adverse reaction to Klaricid Xl
1.08235E+15,ALLERGY6166BRIDL,Adverse reaction to Teicoplanin
1.08239E+15,ALLERGY6168EMIS,Adverse reaction to Differin
1.08242E+15,ALLERGY6169EMIS,Adverse reaction to Adapalene
1.08245E+15,ALLERGY6170EMIS,Adverse reaction to Lipitor
1.08247E+15,ALLERGY6171EMIS,Adverse reaction to Atorvastatin
1.08251E+15,ALLERGY6174EMIS,Adverse reaction to Xalatan
1.08253E+15,ALLERGY6175EMIS,Adverse reaction to Latanoprost
1.08259E+15,ALLERGY6178BRIDL,Adverse reaction to Amix
1.08262E+15,ALLERGY618,Adverse reaction to Docusate Sodium
1.08267E+15,ALLERGY6183BRIDL,Adverse reaction to Mercilon
1.08276E+15,ALLERGY6188EMIS,Adverse reaction to Elleste Duet 1 Mg
1.08279E+15,ALLERGY6190EMIS,Adverse reaction to Melatonin
1.08295E+15,ALLERGY620,Adverse reaction to Domperidone
1.08304E+15,ALLERGY6206EMIS,Adverse reaction to Begrivac
1.0832E+15,ALLERGY6215EMIS,Adverse reaction to Telfast
1.08322E+15,ALLERGY6216EMIS,Adverse reaction to Fexofenadine Hydrochloride
1.08325E+15,ALLERGY6218BRIDL,Adverse reaction to Fluvirin
1.08331E+15,ALLERGY6220BRIDL,Adverse reaction to Pertussis
1.08336E+15,ALLERGY6223EMIS,Adverse reaction to Microgynon 30 Ed
1.0834E+15,ALLERGY6225EMIS,Adverse reaction to Aricept
1.08343E+15,ALLERGY6226EMIS,Adverse reaction to Donepezil Hydrochloride
1.08347E+15,ALLERGY6229EMIS,Adverse reaction to Zomig
1.08348E+15,ALLERGY623,Adverse reaction to Dothiepin Hydrochloride
1.0835E+15,ALLERGY6230EMIS,Adverse reaction to Zolmitriptan
1.08356E+15,ALLERGY6235EMIS,Adverse reaction to Alphagan
1.08358E+15,ALLERGY6236EMIS,Adverse reaction to Brimonidine Tartrate
1.0837E+15,ALLERGY6245EMIS,Adverse reaction to Persantin Retard
1.08382E+15,ALLERGY6252BRIDL,Adverse reaction to Fluclomix
1.08384E+15,ALLERGY6253BRIDL,Adverse reaction to Cocois
1.08385E+15,ALLERGY6253EMIS,Adverse reaction to Cerivastatin
1.08387E+15,ALLERGY6254EMIS,Adverse reaction to Nasonex
1.08395E+15,ALLERGY6258NEMIS,Adverse reaction to Desloratadine
1.08398E+15,ALLERGY6261NEMIS,Adverse reaction to Neoclarityn
1.08399E+15,ALLERGY6263NEMIS,Adverse reaction to Co-Cyprindiol
1.08406E+15,ALLERGY6268BRIDL,Adverse reaction to Coversyl
1.08408E+15,ALLERGY6269BRIDL,Adverse reaction to Perindopril Erbumine
1.08411E+15,ALLERGY6270EMIS,Adverse reaction to Halothane
1.08414E+15,ALLERGY6272BRIDL,Adverse reaction to Istin
1.08417E+15,ALLERGY6273BRIDL,Adverse reaction to Amlodipine Besilate
1.0843E+15,ALLERGY6279NEMIS,Adverse reaction to Monomax Xl
1.08434E+15,ALLERGY6281NEMIS,Adverse reaction to Adcal
1.08452E+15,ALLERGY6293EMIS,Adverse reaction to Naratriptan Hydrochloride
1.08456E+15,ALLERGY6298EMIS,Adverse reaction to Reboxetine
1.08459E+15,ALLERGY630,Adverse reaction to Doxepin
1.08479E+15,ALLERGY6314EMIS,Adverse reaction to Prostap 3
1.08488E+15,ALLERGY632,Adverse reaction to Doxycycline
1.08493E+15,ALLERGY6323BRIDL,Adverse reaction to Ismo
1.08503E+15,ALLERGY6328EMIS,Adverse reaction to Evorel Sequi
1.08504E+15,ALLERGY6329EMIS,Adverse reaction to Evorel Conti
1.08505E+15,ALLERGY6329NEMIS,Adverse reaction to Indocid Pda
1.08516E+15,ALLERGY6335EMIS,Adverse reaction to Efexor Xl
1.08521E+15,ALLERGY6339EMIS,Adverse reaction to Zomorph
1.08528E+15,ALLERGY6342EMIS,Adverse reaction to Zispin
1.0853E+15,ALLERGY6343EMIS,Adverse reaction to Mirtazapine
1.08533E+15,ALLERGY6345EMIS,Adverse reaction to Glimepiride
1.08544E+15,ALLERGY6351EMIS,Adverse reaction to Quetiapine Fumarate
1.08545E+15,ALLERGY6352EMIS,Adverse reaction to Aprovel
1.08546E+15,ALLERGY6352LEEDS,Adverse reaction to Singulair
1.08547E+15,ALLERGY6353EMIS,Adverse reaction to Irbesartan
1.08548E+15,ALLERGY6353LEEDS,Adverse reaction to Montelukast Sodium
1.08552E+15,ALLERGY6355EMIS,Adverse reaction to Amisulpride
1.08567E+15,ALLERGY6364EMIS,Adverse reaction to Balsalazide Sodium
1.08583E+15,ALLERGY6374EMIS,Adverse reaction to Tizanidine Hydrochloride
1.08585E+15,ALLERGY6375BRIDL,Adverse reaction to Clozapine
1.08589E+15,ALLERGY6377BRIDL,Adverse reaction to Tetanus Immunoglobulin
1.08597E+15,ALLERGY6382EMIS,Adverse reaction to Malarone
1.08603E+15,ALLERGY6386BRIDL,Adverse reaction to Lariam
1.08612E+15,ALLERGY6391EMIS,Adverse reaction to Amias
1.08614E+15,ALLERGY6392EMIS,Adverse reaction to Candesartan Cilexetil
1.08623E+15,ALLERGY6397NEMIS,Adverse reaction to Celluvisc
1.08625E+15,ALLERGY6399NEMIS,Adverse reaction to Depakote
1.08635E+15,ALLERGY6408EMIS,Adverse reaction to Viazem Xl
1.08638E+15,ALLERGY640NEMIS,Adverse reaction to Flixonase Nasule
1.08639E+15,ALLERGY641,Adverse reaction to Droperidol
1.08642E+15,ALLERGY6412BRIDL,Adverse reaction to Co-Amilozide 5/50
1.08643E+15,ALLERGY6412EMIS,Adverse reaction to Oxis Turbohaler
1.08644E+15,ALLERGY6413BRIDL,Adverse reaction to Aspirin E/C
1.08649E+15,ALLERGY6416BRIDL,Adverse reaction to Diclofenac Retard
1.08653E+15,ALLERGY6418EMIS,Adverse reaction to Elleste Duet Conti
1.0866E+15,ALLERGY6422EMIS,Adverse reaction to Zanidip
1.08662E+15,ALLERGY6423EMIS,Adverse reaction to Lercanidipine Hydrochloride
1.08666E+15,ALLERGY6425EMIS,Adverse reaction to Nutilis
1.08679E+15,ALLERGY6431EMIS,Adverse reaction to Modafinil
1.08701E+15,ALLERGY6441NEMIS,Adverse reaction to Cardura Xl
1.08707E+15,ALLERGY6445EMIS,Adverse reaction to Detrusitol
1.08709E+15,ALLERGY6446EMIS,Adverse reaction to Tolterodine Tartrate
1.08713E+15,ALLERGY6448EMIS,Adverse reaction to Mizolastine
1.08721E+15,ALLERGY6451EMIS,Adverse reaction to Tavanic
1.08723E+15,ALLERGY6452EMIS,Adverse reaction to Levofloxacin
1.08731E+15,ALLERGY6456BRIDL,Adverse reaction to Gtn 300 Mcg
1.08762E+15,ALLERGY6475EMIS,Adverse reaction to Doxycycline Hyclate
1.08799E+15,ALLERGY6498EMIS,Adverse reaction to Esprit Biosensor
1.08818E+15,ALLERGY6509BRIDL,Adverse reaction to Mebeverine
1.08845E+15,ALLERGY6526NEMIS,Adverse reaction to Nicotinell
1.08878E+15,ALLERGY6546EMIS,Adverse reaction to Acetylsalicylic Acid
1.08923E+15,ALLERGY6577BRIDL,Adverse reaction to Dp Chocolate
1.0894E+15,ALLERGY6586BRIDL,Adverse reaction to Dalacin T
1.08941E+15,ALLERGY6586EMIS,Adverse reaction to Flucloxin
1.08964E+15,ALLERGY66,Adverse reaction to Acetylcysteine
1.08966E+15,ALLERGY6600EMIS,Adverse reaction to Asasantin Retard
1.08985E+15,ALLERGY6612EMIS,Adverse reaction to Augmentin 1 G
1.08994E+15,ALLERGY6617EMIS,Adverse reaction to Rituximab
1.08998E+15,ALLERGY662,Adverse reaction to Enalapril Maleate
1.09016E+15,ALLERGY663,Adverse reaction to Ephedrine Hydrochloride
1.09017E+15,ALLERGY6630EMIS,Adverse reaction to Isotard 25 Xl
1.09019E+15,ALLERGY6632EMIS,Adverse reaction to Aldara
1.0902E+15,ALLERGY6633EMIS,Adverse reaction to Imiquimod
1.09023E+15,ALLERGY6635EMIS,Adverse reaction to Qvar 50
1.09024E+15,ALLERGY6636EMIS,Adverse reaction to Qvar 100
1.09035E+15,ALLERGY6645EMIS,Adverse reaction to Zafirlukast
1.09065E+15,ALLERGY6674EMIS,Adverse reaction to Detrunorm
1.09066E+15,ALLERGY6675EMIS,Adverse reaction to Propiverine Hydrochloride
1.0907E+15,ALLERGY6679EMIS,Adverse reaction to Rizatriptan Benzoate
1.09071E+15,ALLERGY6680EMIS,Adverse reaction to Plavix
1.09072E+15,ALLERGY6681EMIS,Adverse reaction to Clopidogrel
1.09076E+15,ALLERGY6688EMIS,Adverse reaction to Ventolin Evohaler
1.09077E+15,ALLERGY6689EMIS,Adverse reaction to Pariet
1.09079E+15,ALLERGY6690EMIS,Adverse reaction to Rabeprazole Sodium
1.0908E+15,ALLERGY6691EMIS,Adverse reaction to Kapake Insts 30/500
1.09082E+15,ALLERGY6693EMIS,Adverse reaction to Peptac
1.09083E+15,ALLERGY6694EMIS,Adverse reaction to Xenical
1.09084E+15,ALLERGY6695EMIS,Adverse reaction to Orlistat
1.09089E+15,ALLERGY6699NEMIS,Adverse reaction to Doublebase
1.09091E+15,ALLERGY670,Adverse reaction to Ergotamine Tartrate
1.09092E+15,ALLERGY6700EMIS,Adverse reaction to Repaglinide
1.09101E+15,ALLERGY6707EMIS,Adverse reaction to Viagra
1.09103E+15,ALLERGY6708EMIS,Adverse reaction to Sildenafil Citrate
1.09104E+15,ALLERGY6709EMIS,Adverse reaction to Heliclear Triple Pack
1.09105E+15,ALLERGY671,Adverse reaction to Erythromycin (As Stearate)
1.09109E+15,ALLERGY6712EMIS,Adverse reaction to Raloxifene Hydrochloride
1.09122E+15,ALLERGY6723EMIS,Adverse reaction to Panoxyl
1.09143E+15,ALLERGY6743EMIS,Adverse reaction to Cosopt
1.09146E+15,ALLERGY6745EMIS,Adverse reaction to Bricanyl Turbohaler
1.09175E+15,ALLERGY6767EMIS,Adverse reaction to Entacapone
1.09181E+15,ALLERGY6772EMIS,Adverse reaction to Niquitin
1.09182E+15,ALLERGY6773EMIS,Adverse reaction to Nurofen For Children
1.09212E+15,ALLERGY6799EMIS,Adverse reaction to Coracten Xl
1.09226E+15,ALLERGY681,Adverse reaction to Ethinyloestradiol
1.09273E+15,ALLERGY687,Adverse reaction to Etodolac
1.09294E+15,ALLERGY697,Adverse reaction to Famotidine
1.09301E+15,ALLERGY8000EMIS,Adverse reaction to Nebilet
1.09302E+15,ALLERGY8001EMIS,Adverse reaction to Nebivolol
1.09312E+15,ALLERGY801,Adverse reaction to Griseofulvin
1.0933E+15,ALLERGY8040BRIDL,Adverse reaction to Diclofenac Diethylammonium
1.09334E+15,ALLERGY8047BRIDL,Adverse reaction to Savlon
1.09337E+15,ALLERGY805,Adverse reaction to Haloperidol
1.0934E+15,ALLERGY8053BRIDL,Adverse reaction to Hydromol
1.09346E+15,ALLERGY8064BRIDL,Adverse reaction to Adizem
1.09359E+15,ALLERGY8083BRIDL,Adverse reaction to Co-Amoxiclav
1.0936E+15,ALLERGY8088BRIDL,Adverse reaction to Galenamox
1.0937E+15,ALLERGY810,Adverse reaction to Heparin Sodium
1.09371E+15,ALLERGY8100BRIDL,Adverse reaction to Cisapride
1.09377E+15,ALLERGY8108BRIDL,Adverse reaction to Paracetamol & Codeine
1.09378E+15,ALLERGY8109BRIDL,Adverse reaction to Utinor
1.0938E+15,ALLERGY8110BRIDL,Adverse reaction to Norfloxacin
1.09383E+15,ALLERGY8113BRIDL,Adverse reaction to Mupirocin
1.09393E+15,ALLERGY8129BRIDL,Adverse reaction to Brasivol No. 1
1.09405E+15,ALLERGY8142BRIDL,Adverse reaction to Solpadol
1.09446E+15,ALLERGY8193BRIDL,Adverse reaction to Bendrofluazide K
1.09448E+15,ALLERGY8194BRIDL,Adverse reaction to Manevac
1.09449E+15,ALLERGY8197BRIDL,Adverse reaction to Lyclear
1.0945E+15,ALLERGY8198BRIDL,Adverse reaction to Permethrin
1.09462E+15,ALLERGY8211BRIDL,Adverse reaction to Buspirone Hydrochloride
1.09464E+15,ALLERGY8214BRIDL,Adverse reaction to Serevent
1.09466E+15,ALLERGY8216BRIDL,Adverse reaction to Suprax
1.09467E+15,ALLERGY8217BRIDL,Adverse reaction to Cefixime
1.09478E+15,ALLERGY8245BRIDL,Adverse reaction to Ofloxacin
1.09481E+15,ALLERGY8248BRIDL,Adverse reaction to Salmeterol Xinafoate
1.09483E+15,ALLERGY8250BRIDL,Adverse reaction to Lipostat
1.09484E+15,ALLERGY8252BRIDL,Adverse reaction to Pravastatin
1.09489E+15,ALLERGY8259BRIDL,Adverse reaction to Coracten
1.09513E+15,ALLERGY828,Adverse reaction to Hydralazine Hydrochloride
1.09521E+15,ALLERGY8288BRIDL,Adverse reaction to Co-Fluampicil 250/250
1.09522E+15,ALLERGY8289BRIDL,Adverse reaction to Co-Fluampicil 125/125
1.09527E+15,ALLERGY830,Adverse reaction to Hydrochlorothiazide
1.09546E+15,ALLERGY8328BRIDL,Adverse reaction to Oxybutynin Hydrochloride
1.09547E+15,ALLERGY8329BRIDL,Adverse reaction to Emflex
1.09548E+15,ALLERGY833,Adverse reaction to Hydrocortisone
1.09556E+15,ALLERGY834,Adverse reaction to Hydrocortisone Acetate
1.09564E+15,ALLERGY835,Adverse reaction to Hydrocortisone Butyrate
1.09584E+15,ALLERGY843,Adverse reaction to Hydroxocobalamin
1.09587E+15,ALLERGY844,Adverse reaction to Hydroxychloroquine Sulfate
1.09608E+15,ALLERGY9021BRIDL,Adverse reaction to Calcichew
1.09613E+15,ALLERGY9031BRIDL,Adverse reaction to Co-Amilofruse 5/40
1.09619E+15,ALLERGY9043BRIDL,Adverse reaction to Ensure Plus
1.09628E+15,ALLERGY9063BRIDL,Adverse reaction to Granuflex
1.09633E+15,ALLERGY907,Adverse reaction to Isosorbide Dinitrate
1.09637E+15,ALLERGY9076BRIDL,Adverse reaction to Navispare
1.09639E+15,ALLERGY908,Adverse reaction to Isosorbide Mononitrate
1.0964E+15,ALLERGY9080BRIDL,Adverse reaction to Oramorph
1.09645E+15,ALLERGY909,Adverse reaction to Isotretinoin
1.09659E+15,ALLERGY911,Adverse reaction to Ispaghula Husk
1.09688E+15,ALLERGY922,Adverse reaction to Ketoconazole
1.0969E+15,ALLERGY923,Adverse reaction to Ketoprofen
1.09701E+15,ALLERGY929,Adverse reaction to Labetalol Hydrochloride
1.09705E+15,ALLERGY93,Adverse reaction to Allopurinol
1.09717E+15,ALLERGY936,Adverse reaction to Lactulose
1.09742E+15,ALLERGY946,Adverse reaction to Levonorgestrel
1.09762E+15,ALLERGY954,Adverse reaction to Lignocaine Hydrochloride
1.09778E+15,ALLERGY961,Adverse reaction to Liquid Paraffin
1.09783E+15,ALLERGY963,Adverse reaction to Lithium Carbonate
1.09794E+15,ALLERGY968,Adverse reaction to Lofepramine
1.09798E+15,ALLERGY969NEMIS,Adverse reaction to Clotrimazole And Hydrocortisone
1.09799E+15,ALLERGY970,Adverse reaction to Loperamide Hydrochloride
1.09804E+15,ALLERGY972,Adverse reaction to Lorazepam
1.09817E+15,ALLERGY977NEMIS,Adverse reaction to Diclofenac And Misoprostol
1.09819E+15,ALLERGY979,Adverse reaction to Lymecycline
1.09823E+15,ALLERGY980NEMIS,Adverse reaction to Erythromycin And Zinc Acetate
1.09831E+15,ALLERGY984,Adverse reaction to Macrogol
1.0986E+15,ALLERGY996,Adverse reaction to Malathion
1.09872E+15,ALLERGY847,Adverse reaction to Hydroxyzine Hydrochloride
1.09874E+15,ALLERGY848,Adverse reaction to Hyoscine Butylbromide
1.09877E+15,ALLERGY849,Adverse reaction to Hyoscine Hydrobromide
1.0989E+15,ALLERGY854,Adverse reaction to Hypromellose
1.09892E+15,ALLERGY855,Adverse reaction to Ibuprofen
1.09907E+15,ALLERGY861,Adverse reaction to Imipramine
1.09909E+15,ALLERGY862,Adverse reaction to Imipramine Hydrochloride
1.09917E+15,ALLERGY866,Adverse reaction to Indapamide
1.0992E+15,ALLERGY867,Adverse reaction to Indomethacin
1.09951E+15,ALLERGY88,Adverse reaction to Alfacalcidol
1.09957E+15,ALLERGY883,Adverse reaction to Ipratopium Bromide
1.0996E+15,ALLERGY884,Adverse reaction to Ipratropium Bromide
1.09983E+15,ALLERGY895,Adverse reaction to Isoniazid
1.10011E+15,ALLERGY2200,Adverse reaction to Citanest
1.10028E+15,ALLERGY22049NEMIS,Adverse reaction to Tabphyn Mr
1.10038E+15,ALLERGY2208,Adverse reaction to Clomid
1.10043E+15,ALLERGY2209,Adverse reaction to Clopixol
1.10058E+15,ALLERGY2213,Adverse reaction to Co-Codamol 8/500
1.10062E+15,ALLERGY2214,Adverse reaction to Co-Codamol 8/500 Effervescent
1.10071E+15,ALLERGY2217,Adverse reaction to Co-Dydramol 10/500
1.10073E+15,ALLERGY2218,Adverse reaction to Co-Proxamol
1.10079E+15,ALLERGY222,Adverse reaction to Benzylpenicillin Sodium
1.10094E+15,ALLERGY2227,Adverse reaction to Codeine Linctus
1.10103E+15,ALLERGY22291NEMIS,Adverse reaction to Rotigotine
1.10133E+15,ALLERGY2239,Adverse reaction to Colofac
1.10135E+15,ALLERGY224,Adverse reaction to Betahistine Dihydrochloride
1.10141E+15,ALLERGY2241,Adverse reaction to Colomycin
1.1015E+15,ALLERGY2243,Adverse reaction to Colpermin Ibs Relief
1.10217E+15,ALLERGY22588NEMIS,Adverse reaction to Duotrav
1.10222E+15,ALLERGY22600NEMIS,Adverse reaction to Calpol Infant
1.10244E+15,ALLERGY2267,Adverse reaction to Cortisone
1.10252E+15,ALLERGY22716NEMIS,Adverse reaction to Rimonabant
1.10256E+15,ALLERGY22725NEMIS,Adverse reaction to Aspirin And Codeine
1.10261E+15,ALLERGY22733NEMIS,Adverse reaction to Ganfort
1.10262E+15,ALLERGY22737NEMIS,Adverse reaction to Sudafed Blocked Nose
1.10268E+15,ALLERGY2277,Adverse reaction to Creon
1.10269E+15,ALLERGY2279,Adverse reaction to Crystapen
1.1027E+15,ALLERGY228,Adverse reaction to Betamethasone Valerate
1.10288E+15,ALLERGY2296,Adverse reaction to Daktacort
1.10289E+15,ALLERGY2297,Adverse reaction to Daktarin
1.1029E+15,ALLERGY2298,Adverse reaction to Dalacin C
1.10294E+15,ALLERGY2301,Adverse reaction to Danol
1.10324E+15,ALLERGY2328,Adverse reaction to Depixol
1.10327E+15,ALLERGY2330,Adverse reaction to Depo-Medrone
1.10328E+15,ALLERGY2331,Adverse reaction to Depo-Provera
1.10335E+15,ALLERGY2339,Adverse reaction to Derbac-M
1.10339E+15,ALLERGY2342,Adverse reaction to Dermovate
1.1034E+15,ALLERGY2343,Adverse reaction to Dermovate-Nn
1.10344E+15,ALLERGY2346,Adverse reaction to Deteclo
1.10345E+15,ALLERGY2347,Adverse reaction to Dettol
1.10348E+15,ALLERGY235,Adverse reaction to Bezafibrate
1.10349E+15,ALLERGY2352,Adverse reaction to Df 118
1.1035E+15,ALLERGY2353,Adverse reaction to Dhc Continus
1.10355E+15,ALLERGY2360,Adverse reaction to Diamox
1.10357E+15,ALLERGY2362,Adverse reaction to Dianette
1.10364E+15,ALLERGY2368,Adverse reaction to Diconal
1.10367E+15,ALLERGY2370,Adverse reaction to Didronel
1.10368E+15,ALLERGY2371,Adverse reaction to Difflam
1.1037E+15,ALLERGY2373,Adverse reaction to Dihydrocodeine
1.10374E+15,ALLERGY2378,Adverse reaction to Dimotane
1.10378E+15,ALLERGY2381,Adverse reaction to Dimotane Plus
1.10387E+15,ALLERGY239,Adverse reaction to Bisacodyl
1.10388E+15,ALLERGY2390,Adverse reaction to Dioralyte
1.10394E+15,ALLERGY2396,Adverse reaction to Diprobase
1.10405E+15,ALLERGY2405,Adverse reaction to Disprol Paracetamol
1.10406E+15,ALLERGY2406,Adverse reaction to Distaclor
1.10409E+15,ALLERGY2409,Adverse reaction to Dithrocream
1.10415E+15,ALLERGY2415,Adverse reaction to Dixarit
1.10418E+15,ALLERGY2418,Adverse reaction to Dolobid
1.10434E+15,ALLERGY2439,Adverse reaction to Driclor
1.10449E+15,ALLERGY2453,Adverse reaction to Duphaston
1.10458E+15,ALLERGY2461,Adverse reaction to Dyazide
1.10463E+15,ALLERGY2466,Adverse reaction to E45
1.10479E+15,ALLERGY2482,Adverse reaction to Efudix
1.10498E+15,ALLERGY2505,Adverse reaction to Engerix B
1.10501E+15,ALLERGY2508,Adverse reaction to Epanutin
1.10506E+15,ALLERGY2517,Adverse reaction to Epilim
1.10514E+15,ALLERGY2525,Adverse reaction to Erycen
1.10515E+15,ALLERGY2526,Adverse reaction to Erymax
1.10516E+15,ALLERGY2527,Adverse reaction to Erythrocin
1.10517E+15,ALLERGY2528,Adverse reaction to Erythrolar
1.10518E+15,ALLERGY2529,Adverse reaction to Erythromid
1.10521E+15,ALLERGY2531,Adverse reaction to Erythroped
1.10522E+15,ALLERGY2532,Adverse reaction to Erythroped A
1.10537E+15,ALLERGY2546,Adverse reaction to Eumovate
1.10539E+15,ALLERGY2549,Adverse reaction to Eurax
1.10553E+15,ALLERGY2563,Adverse reaction to Fansidar
1.10556E+15,ALLERGY2566,Adverse reaction to Faverin
1.10563E+15,ALLERGY2574,Adverse reaction to Feldene
1.10564E+15,ALLERGY2575,Adverse reaction to Femodene
1.10565E+15,ALLERGY2576,Adverse reaction to Femulen
1.10566E+15,ALLERGY2577,Adverse reaction to Fenbid
1.10567E+15,ALLERGY2579,Adverse reaction to Fenopron
1.10569E+15,ALLERGY2581,Adverse reaction to Fentazin
1.10579E+15,ALLERGY2592,Adverse reaction to Ferrograd
1.10585E+15,ALLERGY2599,Adverse reaction to Fersamal
1.10591E+15,ALLERGY2604,Adverse reaction to Flagyl
1.10594E+15,ALLERGY2607,Adverse reaction to Flamazine
1.10596E+15,ALLERGY2608NEMIS,Adverse reaction to Iodine
1.10603E+15,ALLERGY2615,Adverse reaction to Floxapen
1.10606E+15,ALLERGY2617,Adverse reaction to Fluanxol
1.10607E+15,ALLERGY2618,Adverse reaction to Fluorescein
1.10609E+15,ALLERGY262,Adverse reaction to Budesonide
1.1062E+15,ALLERGY2630,Adverse reaction to Fortral
1.10627E+15,ALLERGY2637,Adverse reaction to Froben
1.10628E+15,ALLERGY2638,Adverse reaction to Frumil
1.10631E+15,ALLERGY2641,Adverse reaction to Fucibet
1.10632E+15,ALLERGY2642,Adverse reaction to Fucidin
1.10639E+15,ALLERGY3006,Adverse reaction to Locoid
1.10642E+15,ALLERGY3008,Adverse reaction to Locorten-Vioform
1.10643E+15,ALLERGY3009,Adverse reaction to Lodine
1.10644E+15,ALLERGY3010,Adverse reaction to Loestrin 20
1.10645E+15,ALLERGY3011,Adverse reaction to Loestrin 30
1.10646E+15,ALLERGY3012,Adverse reaction to Logynon
1.10647E+15,ALLERGY3013,Adverse reaction to Lomotil
1.10654E+15,ALLERGY3021,Adverse reaction to Ludiomil
1.10661E+15,ALLERGY3029,Adverse reaction to Macrodantin
1.10662E+15,ALLERGY3030,Adverse reaction to Madopar 125
1.10663E+15,ALLERGY3031,Adverse reaction to Madopar 62.5
1.10665E+15,ALLERGY3034,Adverse reaction to Magnapen
1.10676E+15,ALLERGY3044,Adverse reaction to Marcain
1.10681E+15,ALLERGY3050,Adverse reaction to Marvelon
1.10685E+15,ALLERGY3054,Adverse reaction to Maxidex
1.10687E+15,ALLERGY3056,Adverse reaction to Maxitrol
1.10688E+15,ALLERGY3057,Adverse reaction to Maxolon
1.10706E+15,ALLERGY3074,Adverse reaction to Melleril
1.10707E+15,ALLERGY3075,Adverse reaction to Melolin
1.10711E+15,ALLERGY3079,Adverse reaction to Meptid
1.10713E+15,ALLERGY308,Adverse reaction to Captopril
1.10714E+15,ALLERGY3080,Adverse reaction to Merbentyl
1.10726E+15,ALLERGY3090NEMIS,Adverse reaction to Mefix
1.10739E+15,ALLERGY3107,Adverse reaction to Microgynon 30
1.1074E+15,ALLERGY3108,Adverse reaction to Micronor
1.10743E+15,ALLERGY3111,Adverse reaction to Mictral
1.10746E+15,ALLERGY3114,Adverse reaction to Migraleve
1.10748E+15,ALLERGY3116,Adverse reaction to Migril
1.10775E+15,ALLERGY3147,Adverse reaction to Minocin
1.10788E+15,ALLERGY316,Adverse reaction to Carbamazepine
1.10795E+15,ALLERGY3166,Adverse reaction to Modrasone
1.10799E+15,ALLERGY317,Adverse reaction to Carbenicillin
1.108E+15,ALLERGY3170,Adverse reaction to Moduretic
1.10803E+15,ALLERGY3172,Adverse reaction to Molipaxin
1.10816E+15,ALLERGY3182,Adverse reaction to Monotrim
1.10824E+15,ALLERGY3189,Adverse reaction to Motilium
1.10827E+15,ALLERGY3191,Adverse reaction to Motival
1.1083E+15,ALLERGY3193,Adverse reaction to Movelat
1.10833E+15,ALLERGY3195,Adverse reaction to Mst Continus
1.10837E+15,ALLERGY3197,Adverse reaction to Mucodyne
1.10841E+15,ALLERGY320,Adverse reaction to Carbimazole
1.10862E+15,ALLERGY3219,Adverse reaction to Myocrisin
1.10863E+15,ALLERGY322,Adverse reaction to Carbocisteine
1.10865E+15,ALLERGY3221,Adverse reaction to Mysoline
1.10866E+15,ALLERGY3222,Adverse reaction to Mysteclin
1.10872E+15,ALLERGY3228,Adverse reaction to Naprosyn
1.10877E+15,ALLERGY3233,Adverse reaction to Naseptin
1.10879E+15,ALLERGY3234,Adverse reaction to Natrilix
1.10881E+15,ALLERGY3236,Adverse reaction to Navidrex
1.10886E+15,ALLERGY3241,Adverse reaction to Negram
1.10894E+15,ALLERGY325,Adverse reaction to Carboplatin
1.10898E+15,ALLERGY3252NEMIS,Adverse reaction to Oxcarbazepine
1.10911E+15,ALLERGY3269,Adverse reaction to Nicorette
1.10923E+15,ALLERGY3279,Adverse reaction to Nitrolingual
1.10926E+15,ALLERGY3281,Adverse reaction to Nivaquine
1.10929E+15,ALLERGY3283,Adverse reaction to Nizoral
1.10938E+15,ALLERGY3291NEMIS,Adverse reaction to Eprosartan
1.10949E+15,ALLERGY3300,Adverse reaction to Norgesic
1.10951E+15,ALLERGY3302,Adverse reaction to Noriday
1.10971E+15,ALLERGY2643,Adverse reaction to Fucidin H
1.10976E+15,ALLERGY2649,Adverse reaction to Furadantin
1.10977E+15,ALLERGY265,Adverse reaction to Bumetanide
1.1098E+15,ALLERGY2651,Adverse reaction to Fybogel
1.10981E+15,ALLERGY2652,Adverse reaction to Fybogel Orange
1.10988E+15,ALLERGY266,Adverse reaction to Bupivacaine Hydrochloride
1.10989E+15,ALLERGY2660,Adverse reaction to Galpseud
1.1099E+15,ALLERGY2661,Adverse reaction to Gamanil
1.10992E+15,ALLERGY2662NEMIS,Adverse reaction to Oxycodone Hydrochloride
1.10994E+15,ALLERGY2663NEMIS,Adverse reaction to OxyContin
1.10995E+15,ALLERGY2664NEMIS,Adverse reaction to OxyNorm
1.11E+15,ALLERGY267,Adverse reaction to Buprenorphine
1.11005E+15,ALLERGY2674,Adverse reaction to Gaviscon
1.11012E+15,ALLERGY2680,Adverse reaction to Genticin
1.11015E+15,ALLERGY2683,Adverse reaction to Gentisone Hc
1.11026E+15,ALLERGY2693,Adverse reaction to Glucophage
